Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Have Mortgage,Home Mortgage,Own Home,Rent,business loan,buy a car,buy house,debt consolidation,educational expenses,home improvements,major purchase,medical bills,moving,other,renewable energy,small business,take a trip,vacation,wedding,Loan-to-Income Ratio,Credit Utilization Ratio,Delinquency Ratio,Debt-to-Income Ratio
Rent,1168386.0,2,0.0,11.0,9.5,620136.0,0.0,0.0,0.0,debt consolidation,0,369996.0,277970.0,15492.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.316672743425546,0.44824038597984955,0.0,0.15911180038103845
Rent,1738215.0,5,0.0,12.0,18.8,346742.0,1.0,58.0,1.0,take a trip,0,435512.0,261421.0,40546.2,671.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25055128393207976,0.7539352025425244,3.085106382978723,0.2799161208481114
Rent,1168386.0,4,0.0,12.0,9.9,641366.0,0.0,0.0,0.0,debt consolidation,0,180025.0,180025.0,13714.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15408007285263603,0.2806899648562599,0.0,0.1408507120078467
Rent,1168386.0,0,0.0,7.0,22.4,244442.0,0.0,45.0,0.0,debt consolidation,0,163381.0,163381.0,12263.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13983478062900445,0.6683835020168384,2.0089285714285716,0.12594810276740734
Home Mortgage,952660.0,4,0.0,17.0,15.0,1123298.0,0.0,0.0,0.0,debt consolidation,1,397100.0,357979.0,22467.0,698.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4168328679696849,0.31868569159742116,0.0,0.2830012806247769
Home Mortgage,1089935.0,2,0.0,20.0,23.1,1706333.1999999997,0.0,0.0,0.0,debt consolidation,0,451554.0,451554.0,26522.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.41429443040181296,0.2646341289028427,0.0,0.29200273410799726
Home Mortgage,1091094.0,10,0.0,13.0,18.1,536272.0,0.0,0.0,0.0,debt consolidation,1,349701.0,265373.0,27641.0,698.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3205049244153116,0.4948477638213444,0.0,0.30399947208948086
Own Home,1896238.0,10,0.0,7.0,15.1,895136.0,0.0,0.0,0.0,debt consolidation,0,349701.0,186314.0,10287.0,746.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18441830614089583,0.20814043899474494,0.0,0.06509942317367334
Rent,744572.0,1,0.0,9.0,12.8,194062.0,0.0,0.0,0.0,debt consolidation,1,150876.0,115140.0,7948.0,726.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202634533664978,0.59331553833311,0.0,0.12809506669603477
Rent,2029124.0,0,0.0,4.0,6.5,299618.0,0.0,0.0,0.0,debt consolidation,0,349701.0,122664.0,3821.0,745.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17234087221875055,0.4094013043275104,0.0,0.022596943311497968
Rent,1625564.0,10,1.0,7.0,18.7,332992.0,2.0,1.0,1.0,debt consolidation,0,389422.0,198702.0,9130.0,701.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23956116154147114,0.596717038247165,0.053475935828877004,0.06739814612036192
Rent,1448655.0,10,0.0,6.0,11.0,303556.0,1.0,6.0,1.0,debt consolidation,0,258060.0,83638.0,18470.0,736.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17813765182186234,0.2755274150403879,0.5454545454545454,0.15299709040454768
Home Mortgage,1484280.0,10,0.0,9.0,18.9,208384.0,0.0,41.0,0.0,debt consolidation,0,150920.0,130663.0,19667.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10167892850405584,0.6270299063267813,2.1693121693121693,0.15900234457110518
Own Home,791103.0,10,0.0,10.0,31.9,284878.0,0.0,0.0,0.0,debt consolidation,0,216752.0,216752.0,14306.0,737.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2739870788001057,0.7608590343936703,0.0,0.2170033484893876
Home Mortgage,2622773.3,10,0.0,10.0,19.8,1560702.0,0.0,0.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,37506.0,747.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29643557069915266,0.4911847360995239,0.0,0.17160156388659287
Home Mortgage,1168386.0,10,0.0,11.0,26.1,1304930.0,0.0,0.0,0.0,other,0,193424.0,166801.0,8360.0,731.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16554802950394817,0.1278237146820136,0.0,0.08586203532051907
Home Mortgage,2622773.3,10,0.0,14.0,24.6,1033692.0,0.0,0.0,0.0,home improvements,1,570284.0,392806.0,40546.2,737.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21743549089812683,0.3800029409147019,0.0,0.18551142029698106
Own Home,459838.0,4,0.0,4.0,7.7,111604.90000000002,0.0,34.0,0.0,debt consolidation,0,59906.0,55005.0,2054.0,703.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13027631470213422,0.49285470440813967,4.415584415584416,0.053601485740630395
Rent,928777.0,8,0.0,8.0,12.9,181456.0,0.0,0.0,0.0,debt consolidation,0,179234.0,104994.0,15635.0,714.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19297850829639407,0.5786196102636452,0.0,0.20200758632050536
Rent,1417020.0,10,0.0,20.0,12.5,240592.0,0.0,18.0,0.0,debt consolidation,0,191422.0,135698.0,7309.0,736.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13508771929824562,0.5640170911751015,1.44,0.0618960917982809
Rent,1168386.0,10,0.0,11.0,17.2,210386.0,0.0,0.0,0.0,debt consolidation,0,174420.0,174420.0,7047.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1492828568640843,0.8290475601988726,0.0,0.07237676589757153
Own Home,1290195.0,7,0.0,7.0,16.0,547932.0,0.0,17.0,0.0,debt consolidation,0,197809.0,197809.0,12902.0,736.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15331713423164717,0.36101012534402077,1.0625,0.12000046504598143
Home Mortgage,1429978.0,10,0.0,16.0,20.4,1706333.1999999997,0.0,0.0,0.0,debt consolidation,0,349701.0,642903.0,15253.0,728.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2445499161525562,0.37677459478605946,0.0,0.1279991720152338
Home Mortgage,2622773.3,10,0.0,13.0,13.5,616902.0,0.0,0.0,0.0,home improvements,0,777483.2999999999,442738.0,32603.0,731.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29643557069915266,0.7176796314487552,0.0,0.14916882065255127
Home Mortgage,1168386.0,2,0.0,9.0,14.0,292072.0,0.0,0.0,0.0,debt consolidation,0,315106.0,52212.0,4082.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2696934061174988,0.17876414034895505,0.0,0.04192450097827259
Rent,1113552.0,1,0.0,18.0,14.1,612106.0,0.0,25.0,0.0,debt consolidation,0,349701.0,276469.0,22271.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.31404101469890944,0.45166850186078883,1.773049645390071,0.23999956894693736
Rent,1351945.0,7,0.0,9.0,13.9,111604.90000000002,0.0,10.0,0.0,debt consolidation,0,268356.0,69217.0,23772.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19849624060150375,0.6201967834745605,0.7194244604316546,0.21100266652859398
Rent,1168386.0,0,0.0,8.0,12.2,501710.0,0.0,53.0,0.0,debt consolidation,0,360069.0,360069.0,18763.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3081764074543858,0.7176835223535508,4.344262295081967,0.1927068622869497
Rent,941355.0,4,0.0,12.0,11.1,462638.0,0.0,0.0,0.0,debt consolidation,0,261602.0,165813.0,14120.0,746.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27789941095548437,0.3584076535001448,0.0,0.1799958570358685
Rent,1147638.0,10,0.0,10.0,15.9,508354.0,0.0,22.0,0.0,debt consolidation,1,332222.0,325318.0,9525.0,722.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.28948326911447686,0.6399438186775357,1.3836477987421383,0.09959586559524868
Rent,754870.0,10,0.0,11.0,18.5,556644.0,0.0,0.0,0.0,debt consolidation,0,349701.0,191805.0,13839.0,745.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4632598990554665,0.3445739107939724,0.0,0.2199954959132036
Home Mortgage,1821378.0,5,0.0,6.0,15.3,618464.0,0.0,28.0,0.0,buy a car,0,355938.0,325299.0,11808.0,741.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19542236702101376,0.5259788767009883,1.8300653594771241,0.07779604233717548
Rent,1120506.0,10,0.0,16.0,13.4,653488.0,0.0,0.0,0.0,debt consolidation,0,410850.0,316065.0,16994.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36666470326798783,0.48365846044609845,0.0,0.1819963480784574
Home Mortgage,611762.0,2,0.0,5.0,23.2,121726.0,0.0,0.0,0.0,debt consolidation,1,265628.0,90098.0,2733.0,687.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43420153589140875,0.740170546966137,0.0,0.05360908327094524
Rent,558885.0,1,0.0,11.0,12.7,460064.0,0.0,0.0,0.0,debt consolidation,0,125642.0,105298.0,8756.0,744.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2248083237159702,0.22887685191625512,0.0,0.1880028986285193
Home Mortgage,1168386.0,1,0.0,12.0,13.9,365904.0,0.0,7.0,0.0,debt consolidation,0,223168.0,193724.0,27248.0,731.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19100536980073365,0.5294394158030522,0.5035971223021583,0.2798527199059215
Home Mortgage,1704604.0,10,0.0,17.0,31.9,1201508.0,0.0,14.0,0.0,debt consolidation,0,671365.0,671365.0,20171.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3938539390967052,0.5587686473997676,0.438871473354232,0.14199896280895738
Home Mortgage,1675287.0,10,0.0,11.0,18.0,1706333.1999999997,0.0,0.0,0.0,debt consolidation,1,777483.2999999999,766592.9999999992,29318.0,720.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.46408961568972956,0.44926336778772125,0.0,0.21000342030947533
Home Mortgage,2622773.3,3,0.0,20.0,29.9,1706333.1999999997,0.0,67.0,0.0,home improvements,1,441056.0,249641.0,14221.0,723.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16816398123314738,0.14630260959582808,2.2408026755852846,0.06506547859092511
Rent,869326.0,10,0.0,11.0,28.3,514954.0,0.0,39.0,0.0,debt consolidation,0,366472.0,366472.0,11953.0,714.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.421558770817852,0.7116596822240433,1.3780918727915195,0.16499679061709877
Home Mortgage,1223771.0,5,0.0,9.0,24.0,111604.90000000002,0.0,0.0,0.0,small business,1,751454.0,0.0,15348.0,737.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6140478896787063,0.0,0.0,0.15049874527178697
Home Mortgage,1103577.0,10,0.0,17.0,22.7,1706333.1999999997,0.0,45.0,0.0,other,0,279091.0,279091.0,24463.0,747.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2528967167673846,0.16356184126289053,1.9823788546255507,0.266004093959914
Rent,497059.0,2,0.0,15.0,18.5,1170268.0,0.0,18.0,0.0,debt consolidation,0,270864.0,270864.0,5634.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5449332976568174,0.23145467533932398,0.972972972972973,0.1360160463848356
Rent,1145130.0,10,0.0,14.0,16.9,384692.0,0.0,50.0,0.0,business loan,0,88396.0,74081.0,3092.0,701.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07719298245614035,0.19257223960986972,2.958579881656805,0.03240156139477614
Home Mortgage,1982251.0,10,0.0,9.0,18.5,634920.0,0.0,64.0,0.0,debt consolidation,0,777483.2999999999,443593.0,30890.0,723.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3922224279367244,0.6986596736596736,3.4594594594594597,0.18699952730506883
Home Mortgage,1674603.0,7,0.0,15.0,29.9,1706333.1999999997,0.0,74.0,0.0,business loan,0,777483.2999999999,766592.9999999992,18979.0,732.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4642791754224732,0.44926336778772125,2.4749163879598663,0.13600118953566906
Rent,765016.0,1,0.0,14.0,25.3,385836.0,0.0,71.0,0.0,debt consolidation,0,177166.0,88293.0,16703.0,730.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2315846988821149,0.22883556744316239,2.8063241106719365,0.2620023633492633
Home Mortgage,1168386.0,3,0.0,10.0,12.7,413578.0,0.0,0.0,0.0,debt consolidation,0,377850.0,156446.0,18818.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3233948369802445,0.3782744730135549,0.0,0.1932717440982689
Home Mortgage,1687542.0,10,0.0,10.0,31.9,253770.0,1.0,0.0,1.0,debt consolidation,0,224598.0,188480.0,16172.0,734.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13309179860412362,0.7427197856326595,0.0,0.11499802671577952
Own Home,1324300.0,5,0.0,19.0,15.0,857582.0,0.0,0.0,0.0,debt consolidation,1,563750.0,465120.0,36198.0,698.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.42569659442724456,0.5423621298021647,0.0,0.3280042286490976
Home Mortgage,1168386.0,10,0.0,8.0,29.1,300696.0,0.0,76.0,0.0,debt consolidation,1,311762.0,186979.0,33021.0,731.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26683133827348154,0.6218207092877857,2.611683848797251,0.3391447689376627
Rent,1489904.0,3,0.0,11.0,22.8,683606.0,0.0,0.0,0.0,debt consolidation,0,349701.0,492974.0,18127.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23471378021671194,0.7211376143568079,0.0,0.1459986683705796
Home Mortgage,2622773.3,5,0.0,13.0,25.3,1706333.1999999997,0.0,50.0,0.0,home improvements,1,349701.0,766592.9999999992,39196.0,745.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13333253011230517,0.44926336778772125,1.976284584980237,0.1793338372020182
Home Mortgage,1308853.0,2,0.0,12.0,17.5,809600.0,0.0,0.0,0.0,debt consolidation,0,349701.0,563559.0,16906.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.267181264817363,0.6960956027667984,0.0,0.15499983573403583
Rent,1063069.0,2,0.0,8.0,15.7,248380.0,0.0,22.0,0.0,debt consolidation,0,215952.0,97812.0,9833.0,741.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2031401536494809,0.3937998228520815,1.4012738853503186,0.11099561740583161
Rent,1115946.0,5,0.0,10.0,14.1,298364.0,0.0,47.0,0.0,debt consolidation,1,220880.0,182438.0,13391.0,671.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19793072424651373,0.6114611682374549,3.3333333333333335,0.143996214870612
Rent,1145016.0,10,0.0,8.0,26.0,238656.0,0.0,0.0,0.0,debt consolidation,0,331452.0,159733.0,14503.0,725.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2894736842105263,0.6693022593188522,0.0,0.15199438261124734
Rent,1168386.0,7,0.0,8.0,15.8,937310.0,0.0,0.0,0.0,other,0,141664.0,141664.0,17022.0,731.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12124760139200573,0.15113889748322326,0.0,0.17482578531409995
Rent,2358071.0,10,0.0,11.0,29.4,341242.0,1.0,0.0,1.0,debt consolidation,0,172678.0,164445.0,15327.0,729.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07322849905706826,0.48190140721247676,0.0,0.07799765147020594
Home Mortgage,1119822.0,8,0.0,11.0,6.9,111604.90000000002,0.0,21.0,0.0,home improvements,0,134530.0,19855.0,11105.0,722.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12013516433861811,0.1779043751663233,3.043478260869565,0.11900105552489593
Home Mortgage,936130.0,10,0.0,8.0,25.9,119262.0,1.0,77.0,1.0,home improvements,0,130064.0,53656.0,11390.0,738.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13893796801726255,0.44990021968439237,2.9729729729729732,0.14600536250307117
Rent,1168386.0,1,0.0,5.0,12.7,734096.0,0.0,0.0,0.0,other,0,77286.0,39311.0,2308.0,731.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06614766010547884,0.05355021686536911,0.0,0.023704494918631344
Rent,2622773.3,3,0.0,16.0,24.8,1233342.0,0.0,0.0,0.0,wedding,1,724318.0,724318.0,40546.2,733.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2761649281697355,0.5872807380272463,0.0,0.18551142029698106
Home Mortgage,1194017.0,3,0.0,10.0,14.9,261052.0,0.0,80.0,0.0,other,0,188480.0,188480.0,20000.0,685.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1578536989004344,0.7220017467784197,5.369127516778524,0.20100216328578235
Rent,2621696.0,3,0.0,17.0,15.9,479468.0,0.0,0.0,0.0,debt consolidation,0,215308.0,215308.0,29057.0,743.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0821254638218924,0.44905603710779446,0.0,0.1329994019138756
Home Mortgage,1030370.0,5,0.0,14.0,14.8,527032.0,0.0,0.0,0.0,debt consolidation,0,430141.0,430141.0,24901.0,738.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.41746265904480917,0.8161572731826531,0.0,0.29000456146821046
Rent,1168386.0,6,0.0,15.0,17.7,940038.0,0.0,0.0,0.0,debt consolidation,0,563407.0,563407.0,12179.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.48220964646957426,0.5993449200989748,0.0,0.1250853741828471
Rent,1168386.0,0,0.0,10.0,19.4,156838.0,0.0,24.0,0.0,business loan,0,174306.0,103208.0,7113.0,731.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1491852863694019,0.658054808145985,1.2371134020618557,0.07305462407115457
Home Mortgage,1505104.0,10,0.0,16.0,25.2,1490016.0,0.0,0.0,0.0,other,0,777483.2999999999,766592.9999999992,28722.0,682.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5165645031838331,0.5144864216223176,0.0,0.2289968002211143
Rent,568727.0,6,0.0,12.0,19.9,1616648.0,0.0,0.0,0.0,business loan,1,539770.0,216410.0,3711.0,731.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9490845344075453,0.13386340130937593,0.0,0.07830118844366453
Rent,1223391.0,6,0.0,14.0,18.5,313940.0,0.0,38.0,0.0,debt consolidation,1,589512.0,115767.0,17128.0,671.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4818672035350922,0.3687551761483086,2.054054054054054,0.16800515942981434
Home Mortgage,1853450.0,10,0.0,15.0,23.7,656392.0,0.0,6.0,0.0,debt consolidation,0,497154.0,497154.0,40546.2,703.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26823167606355713,0.7574041121768699,0.25316455696202533,0.26251282742992793
Rent,1194226.0,5,0.0,5.0,20.9,300102.0,0.0,25.0,0.0,other,1,547470.0,221331.0,18570.0,671.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.458430816277656,0.7375192434572245,1.1961722488038278,0.18659784663874343
Home Mortgage,1256071.0,5,0.0,9.0,16.8,160534.0,0.0,46.0,0.0,other,1,220858.0,51015.0,13335.0,730.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17583241711654835,0.31778314874107666,2.738095238095238,0.12739725700219176
Home Mortgage,1265419.0,10,0.0,9.0,15.7,248226.0,0.0,35.0,0.0,other,0,133210.0,24871.0,24654.0,724.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10526947991139694,0.1001949836036515,2.229299363057325,0.23379449810695113
Rent,1168386.0,4,0.0,16.0,14.4,674234.0,0.0,52.0,0.0,debt consolidation,0,300718.0,290567.0,15097.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25737898263074016,0.43095868793326947,3.611111111111111,0.1550549219179278
Home Mortgage,940120.0,10,0.0,10.0,31.9,111604.90000000002,0.0,0.0,0.0,home improvements,0,108856.0,11305.0,8069.0,751.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11578947368421053,0.10129483562101661,0.0,0.1029953622941752
Own Home,2622773.3,10,0.0,16.0,17.0,908424.0,0.0,0.0,0.0,debt consolidation,1,777238.0,473860.0,40546.2,709.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29634204374430684,0.5216286667899571,0.0,0.18551142029698106
Home Mortgage,1326010.0,10,1.0,12.0,27.5,583198.0,1.0,25.0,0.0,home improvements,0,98714.0,90668.0,15912.0,741.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07444438578894579,0.1554669254695661,0.9090909090909091,0.1439989140353391
Rent,673531.0,5,0.0,8.0,13.7,439934.0,0.0,0.0,0.0,other,0,216634.0,40660.0,9188.0,751.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3216392415493867,0.09242295435224375,0.0,0.16369847861494125
Rent,690593.0,10,0.0,5.0,15.6,443036.0,0.0,0.0,0.0,debt consolidation,0,315286.0,315286.0,16574.0,693.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.45654386881998515,0.7116487147771288,0.0,0.2879959686819878
Home Mortgage,1458915.0,2,0.0,14.0,27.3,1579248.0,0.0,7.0,0.0,debt consolidation,0,337854.0,331436.0,11805.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23157894736842105,0.2098695075124363,0.2564102564102564,0.09709955686246285
Home Mortgage,1548880.0,10,0.0,18.0,19.4,1252680.0,0.0,0.0,0.0,debt consolidation,0,538032.0,390545.0,17941.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3473684210526316,0.31176757032921415,0.0,0.13899850214348433
Own Home,2055933.0,4,0.0,13.0,14.3,1706333.1999999997,0.0,5.0,0.0,home improvements,1,371887.0,371887.0,36664.0,745.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18088478564233368,0.2179451234963957,0.34965034965034963,0.21399919160789774
Rent,1528474.0,10,0.0,11.0,27.4,434456.0,2.0,59.0,2.0,debt consolidation,0,268840.0,250268.0,30187.0,738.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17588784630945636,0.5760491281050325,2.153284671532847,0.23699716187517747
Rent,689662.0,6,0.0,8.0,9.5,515482.0,0.0,0.0,0.0,debt consolidation,0,377967.0,377967.0,13506.0,696.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5480467243374291,0.7332302582825394,0.0,0.23500207347947255
Home Mortgage,1655052.0,10,0.0,6.0,17.8,497640.0,0.0,23.0,0.0,home improvements,1,450912.0,171475.0,26343.0,728.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2724458204334365,0.34457640061088335,1.2921348314606742,0.19100064529694535
Home Mortgage,925680.0,10,0.0,15.0,21.0,798270.0,0.0,45.0,0.0,home improvements,0,303688.0,241300.0,10800.0,743.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3280701754385965,0.30227867764039734,2.142857142857143,0.1400051853772362
Home Mortgage,1479245.0,4,0.0,11.0,15.3,604824.0,0.0,0.0,0.0,debt consolidation,0,428208.0,375554.0,10712.0,692.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.28947740232348257,0.6209310477097469,0.0,0.0868983839729051
Home Mortgage,1168386.0,10,0.0,6.0,23.2,138996.0,0.0,20.0,0.0,debt consolidation,0,220440.0,67697.0,21434.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1886705249806143,0.48704279259834815,0.8620689655172414,0.22013957716028779
Home Mortgage,1124610.0,1,0.0,10.0,17.7,188848.0,0.0,38.0,0.0,home improvements,0,104170.0,85139.0,16700.0,713.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09262766647993527,0.4508334745403711,2.146892655367232,0.17819510763731428
Rent,1439611.0,10,0.0,20.0,19.6,1306074.0,0.0,0.0,0.0,debt consolidation,0,417846.0,406068.0,35270.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2902492409407819,0.3109073452193367,0.0,0.293996086442796
Home Mortgage,1168386.0,1,0.0,6.0,17.4,259160.0,0.0,18.0,0.0,other,0,210584.0,456.0,3728.0,731.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1802349565982475,0.0017595307917888563,1.0344827586206897,0.03828871622905444
Home Mortgage,2365975.0,10,0.0,20.0,14.0,1076746.0,0.0,59.0,0.0,debt consolidation,0,525998.0,437988.0,26223.0,746.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22231764917211722,0.40677002747165997,4.214285714285714,0.13300056002282357
Own Home,601388.0,0,0.0,5.0,11.3,773124.0,0.0,0.0,0.0,buy house,0,97086.0,16701.0,1564.0,749.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1614365434627894,0.021601968118956337,0.0,0.031207805942253586
